Ml_num,Ml_num,predict,actual,diff,diff_perc
N8007904,N8007904,1850544.4,1700000,150544.375,0.0886
E8036904,E8036904,510812.47,630000,-119187.53125,0.1892
W7282504,W7282504,1081361.5,1080000,1361.5,0.0013
N7402896,N7402896,1373597.4,1325000,48597.375,0.0367
W8022724,W8022724,789512.94,800000,-10487.0625,0.0131
W8026576,W8026576,1170671.6,1188000,-17328.375,0.0146
W8020864,W8020864,985415.06,997500,-12084.9375,0.0121
W8021716,W8021716,896700.6,888000,8700.625,0.0098
E8019084,E8019084,1118237.0,1115000,3237.0,0.0029
W8021012,W8021012,1226059.6,1251000,-24940.375,0.0199
E7341336,E7341336,1572903.5,1527000,45903.5,0.0301
N7394352,N7394352,813975.06,844000,-30024.9375,0.0356
N8017018,N8017018,1282767.9,1400000,-117232.125,0.0837
W7393944,W7393944,1961946.0,1815000,146946.0,0.081
E8020330,E8020330,884305.06,960000,-75694.9375,0.0788
N7394916,N7394916,365689.25,350000,15689.25,0.0448
C7315152,C7315152,1569871.4,1550000,19871.375,0.0128
C7403840,C7403840,1717968.4,1685000,32968.375,0.0196
E7400794,E7400794,916501.56,900000,16501.5625,0.0183
E8010420,E8010420,1053347.4,1066500,-13152.625,0.0123
E8014396,E8014396,602005.5,637500,-35494.5,0.0557
N7253028,N7253028,1618102.8,1550000,68102.75,0.0439
E8024372,E8024372,727199.9,755000,-27800.125,0.0368
N8021626,N8021626,871426.4,900000,-28573.625,0.0317
W8019024,W8019024,1180389.6,1415000,-234610.375,0.1658
E8025222,E8025222,747654.25,750000,-2345.75,0.0031
W8017554,W8017554,999339.44,1143000,-143660.5625,0.1257
W7404288,W7404288,1195157.1,1161000,34157.125,0.0294
W6752340,W6752340,1157261.4,1070000,87261.375,0.0816
W7388500,W7388500,1139693.0,1120200,19493.0,0.0174
N8019200,N8019200,985822.0,1100000,-114178.0,0.1038
N8014070,N8014070,1217695.2,1248000,-30304.75,0.0243
N7403222,N7403222,894655.8,980000,-85344.1875,0.0871
N7391762,N7391762,693966.2,600000,93966.1875,0.1566
S7388078,S7388078,699003.8,665000,34003.8125,0.0511
W7378232,W7378232,1277253.0,1230000,47253.0,0.0384
W7243952,W7243952,926663.25,915000,11663.25,0.0127
W7255160,W7255160,1850778.2,1737500,113278.25,0.0652
W7324602,W7324602,1367266.9,1300000,67266.875,0.0517
W7376204,W7376204,1341775.5,1300000,41775.5,0.0321
W8013118,W8013118,1463112.4,1470000,-6887.625,0.0047
W7379684,W7379684,1242633.9,1166000,76633.875,0.0657
W7394070,W7394070,991131.94,995000,-3868.0625,0.0039
W7398890,W7398890,1391178.9,1350000,41178.875,0.0305
W7403824,W7403824,959840.2,960000,-159.8125,0.0002
W8009442,W8009442,1034473.1,1045000,-10526.875,0.0101
W8016730,W8016730,1044755.94,1041000,3755.9375,0.0036
N8022172,N8022172,1039510.94,1070000,-30489.0625,0.0285
S7265656,S7265656,764572.0,740000,24572.0,0.0332
N7236672,N7236672,1466990.0,1425000,41990.0,0.0295
N8014622,N8014622,992793.56,1125000,-132206.4375,0.1175
N7285766,N7285766,977049.06,1100000,-122950.9375,0.1118
E8014250,E8014250,982579.94,907000,75579.9375,0.0833
E8014368,E8014368,1254386.4,1360000,-105613.625,0.0777
E8015122,E8015122,888767.25,999000,-110232.75,0.1103
W8018152,W8018152,983264.94,1005000,-21735.0625,0.0216
N7258444,N7258444,1330233.4,1328000,2233.375,0.0017
N7265106,N7265106,834328.4,840000,-5671.625,0.0068
N7300494,N7300494,1966900.1,1790000,176900.125,0.0988
N8010868,N8010868,1039525.8,1302000,-262474.1875,0.2016
N7315382,N7315382,759086.4,750000,9086.375,0.0121
N7325258,N7325258,981180.8,984000,-2819.1875,0.0029
N7392366,N7392366,1973902.4,1825000,148902.375,0.0816
N7394000,N7394000,937416.0,924500,12916.0,0.014
N7397704,N7397704,1453169.1,1440000,13169.125,0.0091
N8008474,N8008474,1081469.4,1099880,-18410.625,0.0167
W8017194,W8017194,757836.94,731000,26836.9375,0.0367
W6766132,W6766132,1182365.9,1100000,82365.875,0.0749
W8020088,W8020088,1868513.6,1870000,-1486.375,0.0008
W8013914,W8013914,920268.44,930000,-9731.5625,0.0105
N8012182,N8012182,1671209.1,1625000,46209.125,0.0284
W8016504,W8016504,1073203.8,1200000,-126796.25,0.1057
N7380536,N7380536,1571937.5,1538000,33937.5,0.0221
W7360652,W7360652,1216953.2,1200000,16953.25,0.0141
N8018552,N8018552,1407575.1,1370000,37575.125,0.0274
W6781384,W6781384,833891.94,680000,153891.9375,0.2263
S7234542,S7234542,895663.94,880000,15663.9375,0.0178
N8016148,N8016148,1619233.5,1655000,-35766.5,0.0216
E8016568,E8016568,1099957.8,1110000,-10042.25,0.009
C7293436,C7293436,2147559.5,2000000,147559.5,0.0738
S7042560,S7042560,675962.3,655000,20962.3125,0.032
E7387288,E7387288,865747.56,865000,747.5625,0.0009
N8024020,N8024020,1375802.2,1377200,-1397.75,0.001
E8007498,E8007498,1642076.1,1600000,42076.125,0.0263
E8017346,E8017346,751544.0,755000,-3456.0,0.0046
W8021688,W8021688,963821.4,978900,-15078.625,0.0154
W7388602,W7388602,1176707.9,1149172,27535.875,0.024
S7332546,S7332546,716065.8,700000,16065.8125,0.023
W8017442,W8017442,950895.3,943000,7895.3125,0.0084
S7282518,S7282518,788060.9,789000,-939.125,0.0012
N7384058,N7384058,551532.5,455000,96532.5,0.2122
W8010308,W8010308,838733.56,820000,18733.5625,0.0228
E7343980,E7343980,828760.8,840000,-11239.1875,0.0134
W7393384,W7393384,1346151.4,1288800,57351.375,0.0445
N7384060,N7384060,1479765.1,1480000,-234.875,0.0002
W8023866,W8023866,885868.6,890000,-4131.375,0.0046
N8024320,N8024320,1825695.8,1868000,-42304.25,0.0226
N8019852,N8019852,1198568.9,1428000,-229431.125,0.1607
E7387902,E7387902,1067084.5,1020000,47084.5,0.0462
E7326804,E7326804,816453.56,930000,-113546.4375,0.1221
E8009484,E8009484,1487560.5,1421000,66560.5,0.0468
N7383014,N7383014,1570400.9,1485000,85400.875,0.0575
E8007394,E8007394,618208.6,715000,-96791.375,0.1354
N7394904,N7394904,1517738.4,1535888,-18149.625,0.0118
C7395750,C7395750,929504.0,955000,-25496.0,0.0267
W7402612,W7402612,1326608.5,1315000,11608.5,0.0088
W7396096,W7396096,977089.3,945000,32089.3125,0.034
W7394942,W7394942,754440.44,730000,24440.4375,0.0335
W7332326,W7332326,1513321.4,1540000,-26678.625,0.0173
W7018220,W7018220,1360816.1,1220000,140816.125,0.1154
S7392626,S7392626,1240756.2,1135000,105756.25,0.0932
S7333678,S7333678,903606.3,896500,7106.3125,0.0079
S7232214,S7232214,548236.56,520000,28236.5625,0.0543
N8014180,N8014180,1306710.9,1298000,8710.875,0.0067
N8008456,N8008456,1360074.5,1335000,25074.5,0.0188
N7402626,N7402626,418630.03,410000,8630.03125,0.021
N7398754,N7398754,686417.7,685000,1417.6875,0.0021
N7398710,N7398710,1147149.6,1270000,-122850.375,0.0967
N7390378,N7390378,2133572.8,2100000,33572.75,0.016
N7351838,N7351838,1042363.4,1020000,22363.375,0.0219
N7374262,N7374262,610503.44,590000,20503.4375,0.0348
N7372204,N7372204,777005.3,770000,7005.3125,0.0091
N7326798,N7326798,919825.2,850000,69825.1875,0.0821
N7271742,N7271742,1057529.6,1035000,22529.625,0.0218
E8014546,E8014546,906824.44,1075000,-168175.5625,0.1564
E8007944,E8007944,983323.8,985000,-1676.1875,0.0017
E7403972,E7403972,895881.6,1238000,-342118.375,0.2763
E7399306,E7399306,736999.1,715000,21999.125,0.0308
E7392988,E7392988,836921.8,823000,13921.8125,0.0169
E7374870,E7374870,791707.2,770000,21707.1875,0.0282
E7299094,E7299094,790936.4,770000,20936.375,0.0272
E6813920,E6813920,1123168.5,1115000,8168.5,0.0073
C7369086,C7369086,3427977.8,3340000,87977.75,0.0263
E7392528,E7392528,900599.5,875000,25599.5,0.0293
E7402150,E7402150,1209400.0,1210000,-600.0,0.0005
N7395076,N7395076,2507893.0,2434000,73893.0,0.0304
N7404454,N7404454,1038817.7,1020000,18817.6875,0.0184
W8007896,W8007896,1260285.9,1210000,50285.875,0.0416
S7375462,S7375462,445123.22,445000,123.21875,0.0003
W7241158,W7241158,1372064.9,1300000,72064.875,0.0554
W7270544,W7270544,799165.7,775000,24165.6875,0.0312
W7370574,W7370574,1177054.8,1130000,47054.75,0.0416
W7394250,W7394250,988650.2,1105000,-116349.8125,0.1053
W7406708,W7406708,843438.3,835000,8438.3125,0.0101
W8008470,W8008470,922373.1,925000,-2626.875,0.0028
S7280932,S7280932,1071294.4,1040000,31294.375,0.0301
W8021994,W8021994,981090.75,1008000,-26909.25,0.0267
C8022100,C8022100,1536304.1,1510000,26304.125,0.0174
E7210792,E7210792,1362201.9,1460000,-97798.125,0.067
E7364912,E7364912,691471.6,695000,-3528.375,0.0051
E7387742,E7387742,1619542.9,1550000,69542.875,0.0449
S7401902,S7401902,660820.8,649900,10920.8125,0.0168
S7363522,S7363522,836285.7,850000,-13714.3125,0.0161
E7389918,E7389918,1046191.44,1050000,-3808.5625,0.0036
W7397122,W7397122,1531024.9,1595000,-63975.125,0.0401
E7337374,E7337374,691210.94,660000,31210.9375,0.0473
N8025368,N8025368,3046264.8,2987600,58664.75,0.0196
W8010916,W8010916,897162.06,995000,-97837.9375,0.0983
W8017276,W8017276,1086956.9,1200000,-113043.125,0.0942
X8010588,X8010588,1105287.2,1135000,-29712.75,0.0262
E7307904,E7307904,806138.6,819000,-12861.375,0.0157
X8014106,X8014106,742439.6,765000,-22560.375,0.0295
E8019222,E8019222,962504.9,956000,6504.875,0.0068
E8022480,E8022480,1147903.5,1170000,-22096.5,0.0189
N7366174,N7366174,2791280.0,2600000,191280.0,0.0736
N7377158,N7377158,1348245.8,1350000,-1754.25,0.0013
N8007886,N8007886,1220203.0,1198000,22203.0,0.0185
N8018928,N8018928,1186960.4,1355000,-168039.625,0.124
N7397962,N7397962,1138364.0,1505000,-366636.0,0.2436
W8007362,W8007362,1272830.9,1247500,25330.875,0.0203
W8015888,W8015888,775083.0,780000,-4917.0,0.0063
W8019090,W8019090,1473139.2,1628229,-155089.75,0.0953
N7365396,N7365396,2053241.5,1860000,193241.5,0.1039
E7268542,E7268542,760926.0,768000,-7074.0,0.0092
E8008134,E8008134,1186689.6,1280000,-93310.375,0.0729
W7398882,W7398882,985659.0,975000,10659.0,0.0109
N7401642,N7401642,1487202.2,1682800,-195597.75,0.1162
W7322294,W7322294,825591.6,823000,2591.625,0.0031
W8009820,W8009820,1725702.1,1650000,75702.125,0.0459
N7383940,N7383940,1377595.8,1365000,12595.75,0.0092
S7376456,S7376456,635313.4,610000,25313.375,0.0415
S7403478,S7403478,934155.94,945000,-10844.0625,0.0115
W7401946,W7401946,1136362.5,1145000,-8637.5,0.0075
W7265388,W7265388,1914027.5,1850000,64027.5,0.0346
W8007282,W8007282,902514.3,930000,-27485.6875,0.0296
W7390352,W7390352,1317373.1,1300000,17373.125,0.0134
W7400618,W7400618,1285849.4,1298000,-12150.625,0.0094
W7398056,W7398056,961562.75,946500,15062.75,0.0159
W7396690,W7396690,1037329.1,1045000,-7670.875,0.0073
W7395594,W7395594,1047407.44,1045000,2407.4375,0.0023
W7392748,W7392748,1237081.2,1172000,65081.25,0.0555
W7392408,W7392408,1209746.8,1190000,19746.75,0.0166
W7384132,W7384132,964380.6,922500,41880.625,0.0454
W7347052,W7347052,862748.9,849999,12749.875,0.015
W7335478,W7335478,910502.5,875000,35502.5,0.0406
W7321668,W7321668,1287346.1,1269150,18196.125,0.0143
W7319070,W7319070,951766.94,940000,11766.9375,0.0125
W7246084,W7246084,1022299.3,960000,62299.3125,0.0649
W7244274,W7244274,1564558.5,1480000,84558.5,0.0571
S8008426,S8008426,660938.2,645000,15938.1875,0.0247
S7334874,S7334874,1476064.4,1350000,126064.375,0.0934
W7363762,W7363762,1073601.1,1025000,48601.125,0.0474
S8015234,S8015234,497810.1,500000,-2189.90625,0.0044
W8008280,W8008280,1092611.2,1070000,22611.25,0.0211
N7380602,N7380602,1110280.6,1040000,70280.625,0.0676
W7304798,W7304798,1480374.8,1300000,180374.75,0.1387
W8008978,W8008978,891006.6,945000,-53993.375,0.0571
E8010982,E8010982,900387.6,890000,10387.625,0.0117
W7378068,W7378068,1381643.6,1380000,1643.625,0.0012
N7387732,N7387732,716658.4,730000,-13341.625,0.0183
E7404262,E7404262,850696.5,825000,25696.5,0.0311
E7336248,E7336248,739632.9,660000,79632.875,0.1207
W8021776,W8021776,813936.06,825000,-11063.9375,0.0134
E7336250,E7336250,783521.1,740000,43521.125,0.0588
W7330878,W7330878,715563.56,701000,14563.5625,0.0208
W7334242,W7334242,1074371.1,988000,86371.125,0.0874
C6806470,C6806470,4120261.0,3900000,220261.0,0.0565
W7396142,W7396142,1423968.5,1425000,-1031.5,0.0007
S7219980,S7219980,520555.03,480000,40555.03125,0.0845
E7368624,E7368624,948554.3,880000,68554.3125,0.0779
W7381508,W7381508,894618.94,845000,49618.9375,0.0587
W8009388,W8009388,734312.8,720000,14312.8125,0.0199
W7390178,W7390178,1080870.8,1099900,-19029.25,0.0173
W7385958,W7385958,931030.1,950000,-18969.875,0.02
N8021540,N8021540,1228321.8,1240000,-11678.25,0.0094
N7402142,N7402142,1617436.9,1570000,47436.875,0.0302
E7406064,E7406064,1075604.8,1100000,-24395.25,0.0222
E7379796,E7379796,1175321.6,901000,274321.625,0.3045
E7301974,E7301974,1155933.4,1060000,95933.375,0.0905
E7281654,E7281654,1153564.8,1085000,68564.75,0.0632
C8014530,C8014530,5271361.0,5300000,-28639.0,0.0054
C8007122,C8007122,1254671.9,1259900,-5228.125,0.0041
C7399350,C7399350,3044824.8,3088000,-43175.25,0.014
C7390100,C7390100,1335722.9,1285000,50722.875,0.0395
N7289098,N7289098,1611807.9,1545000,66807.875,0.0432
C7326580,C7326580,5695766.0,5775000,-79234.0,0.0137
S7326984,S7326984,693593.9,665911,27682.875,0.0416
W8010650,W8010650,826812.94,836000,-9187.0625,0.011
S6798950,S6798950,1315609.6,1094000,221609.625,0.2026
W7317366,W7317366,1366548.4,1370000,-3451.625,0.0025
S7365244,S7365244,695822.56,695000,822.5625,0.0012
S7392378,S7392378,629607.56,620000,9607.5625,0.0155
S7405368,S7405368,592095.94,625000,-32904.0625,0.0526
S7405498,S7405498,849305.0,844000,5305.0,0.0063
W7204874,W7204874,737856.06,725000,12856.0625,0.0177
W7308984,W7308984,2355198.5,2300000,55198.5,0.024
W7335540,W7335540,1130561.2,1115000,15561.25,0.014
S7313700,S7313700,948269.1,915000,33269.125,0.0364
W7350504,W7350504,2395258.0,2300000,95258.0,0.0414
W7363118,W7363118,1572602.9,1520000,52602.875,0.0346
W7388584,W7388584,985285.56,981000,4285.5625,0.0044
W7398422,W7398422,988282.06,1030000,-41717.9375,0.0405
W8007150,W8007150,1094398.4,1110000,-15601.625,0.0141
W8009082,W8009082,1085659.0,1000000,85659.0,0.0857
S7358298,S7358298,443034.0,450000,-6966.0,0.0155
S7058958,S7058958,652522.56,625000,27522.5625,0.044
W8015290,W8015290,1728572.6,1725000,3572.625,0.0021
E7384088,E7384088,4750897.0,4600000,150897.0,0.0328
N8018998,N8018998,623178.0,585000,38178.0,0.0653
C7246448,C7246448,1399922.8,1360000,39922.75,0.0294
C8008114,C8008114,2950094.8,2910000,40094.75,0.0138
E7289062,E7289062,875976.7,875000,976.6875,0.0011
E7310062,E7310062,1042821.0,1050000,-7179.0,0.0068
E7365816,E7365816,791529.2,795000,-3470.8125,0.0044
E7396236,E7396236,825857.44,815000,10857.4375,0.0133
N8019410,N8019410,1472964.4,1720000,-247035.625,0.1436
E8010642,E8010642,678578.56,679000,-421.4375,0.0006
N7052704,N7052704,1258273.0,1170000,88273.0,0.0754
N7342008,N7342008,964744.8,968000,-3255.1875,0.0034
N7348948,N7348948,1169156.9,1150000,19156.875,0.0167
N7364046,N7364046,2922814.0,2880000,42814.0,0.0149
N7404764,N7404764,2588973.0,2620000,-31027.0,0.0118
W8012824,W8012824,1138858.5,1112000,26858.5,0.0242
E7277778,E7277778,1264493.5,1275000,-10506.5,0.0082
C7400324,C7400324,3083897.5,3100000,-16102.5,0.0052
N7393466,N7393466,1078817.6,1068000,10817.625,0.0101
E8019208,E8019208,723054.7,760786,-37731.3125,0.0496
N7270538,N7270538,1629153.8,1536888,92265.75,0.06
N7295106,N7295106,2101004.8,2016000,85004.75,0.0422
N7321930,N7321930,612964.9,624000,-11035.125,0.0177
N7348196,N7348196,1243114.1,1265000,-21885.875,0.0173
N7356598,N7356598,687636.6,690000,-2363.375,0.0034
N7395440,N7395440,1852065.2,2040000,-187934.75,0.0921
E8015564,E8015564,799514.2,858000,-58485.8125,0.0682
N7398000,N7398000,1086661.9,1307800,-221138.125,0.1691
N7404318,N7404318,1288748.9,1510888,-222139.125,0.147
N8007178,N8007178,1045316.94,1288000,-242683.0625,0.1884
N8011108,N8011108,1468962.6,1668000,-199037.375,0.1193
N8016918,N8016918,1674607.2,1700000,-25392.75,0.0149
C8007354,C8007354,6068626.0,5900000,168626.0,0.0286
E8017432,E8017432,1526054.0,1500000,26054.0,0.0174
N8014580,N8014580,1081022.2,1100000,-18977.75,0.0173
E8012036,E8012036,1379572.9,1525000,-145427.125,0.0954
E7377982,E7377982,859882.25,820000,39882.25,0.0486
E8008912,E8008912,858875.3,843000,15875.3125,0.0188
E7299912,E7299912,1704874.0,1650000,54874.0,0.0333
E6787780,E6787780,1983588.8,1900000,83588.75,0.044
E7346380,E7346380,1386880.5,1390000,-3119.5,0.0022
E7353888,E7353888,790718.8,775000,15718.8125,0.0203
E7377006,E7377006,847587.75,863000,-15412.25,0.0179
E7364828,E7364828,933977.94,885000,48977.9375,0.0553
E7391420,E7391420,2143112.2,2050000,93112.25,0.0454
E7392692,E7392692,1252271.6,1230000,22271.625,0.0181
E7398140,E7398140,736681.94,731000,5681.9375,0.0078
E7398910,E7398910,995444.94,989900,5544.9375,0.0056
E8007528,E8007528,2320872.2,2200000,120872.25,0.0549
C7232994,C7232994,1950439.2,1655000,295439.25,0.1785
S7286600,S7286600,499648.4,485000,14648.40625,0.0302
N7340714,N7340714,1367573.2,1355000,12573.25,0.0093
N7391730,N7391730,797801.06,750000,47801.0625,0.0637
N7395406,N7395406,1154603.6,1240000,-85396.375,0.0689
N8007182,N8007182,1106203.5,1080000,26203.5,0.0243
S6775678,S6775678,951231.44,895000,56231.4375,0.0628
W7307056,W7307056,799206.94,764000,35206.9375,0.0461
S7374682,S7374682,1230350.0,1215000,15350.0,0.0126
S7383874,S7383874,783129.9,765000,18129.875,0.0237
S7384464,S7384464,652250.56,620000,32250.5625,0.052
W7302154,W7302154,1214707.4,1205000,9707.375,0.0081
W7305306,W7305306,1032165.06,1042500,-10334.9375,0.0099
W7335244,W7335244,1712167.0,1660000,52167.0,0.0314
N7330296,N7330296,975803.7,990000,-14196.3125,0.0143
E7367050,E7367050,990902.2,959500,31402.1875,0.0327
N7303372,N7303372,1551420.6,1530000,21420.625,0.014
N7256454,N7256454,1367403.1,1280000,87403.125,0.0683
E8009262,E8009262,742765.0,739000,3765.0,0.0051
E8007050,E8007050,824105.2,815000,9105.1875,0.0112
E7404124,E7404124,647407.25,650000,-2592.75,0.004
E7401152,E7401152,1146239.2,1140000,6239.25,0.0055
E7359778,E7359778,2172729.2,1950000,222729.25,0.1142
E7351898,E7351898,1178398.2,1075000,103398.25,0.0962
E7274358,E7274358,1355329.1,1200000,155329.125,0.1294
W8007848,W8007848,1185970.1,1189912,-3941.875,0.0033
W7403652,W7403652,746882.94,815000,-68117.0625,0.0836
W7386228,W7386228,1184740.6,1140000,44740.625,0.0392
W7364706,W7364706,1658496.0,1660000,-1504.0,0.0009
W7386198,W7386198,845531.8,838000,7531.8125,0.009
W7319906,W7319906,1474456.4,1350000,124456.375,0.0922
W7363440,W7363440,953026.9,920500,32526.875,0.0353
S7404652,S7404652,605610.25,620000,-14389.75,0.0232
W7390046,W7390046,1091883.5,1062000,29883.5,0.0281
W7395180,W7395180,1663528.4,1652700,10828.375,0.0066
W7283240,W7283240,3060197.5,3050000,10197.5,0.0033
X7355246,X7355246,889323.8,867000,22323.8125,0.0257
N7383142,N7383142,1576841.8,1564000,12841.75,0.0082
W7201826,W7201826,787097.25,705000,82097.25,0.1164
W7389374,W7389374,1541909.4,1495000,46909.375,0.0314
W7281406,W7281406,1067772.1,1075000,-7227.875,0.0067
W8011168,W8011168,694201.9,692500,1701.875,0.0025
W7404864,W7404864,1086383.6,1230000,-143616.375,0.1168
W7285452,W7285452,2063537.6,2000000,63537.625,0.0318
W8011684,W8011684,1279628.0,1257500,22128.0,0.0176
N8010728,N8010728,798806.06,918000,-119193.9375,0.1298
S7035356,S7035356,548778.94,545000,3778.9375,0.0069
W7388250,W7388250,988245.2,979000,9245.1875,0.0094
W7253594,W7253594,2523072.8,2300000,223072.75,0.097
W7300802,W7300802,833347.06,855000,-21652.9375,0.0253
W7363540,W7363540,785757.06,770000,15757.0625,0.0205
W8007438,W8007438,963913.8,956000,7913.8125,0.0083
W7402584,W7402584,1839491.1,1655000,184491.125,0.1115
W7396326,W7396326,1075237.8,1154000,-78762.25,0.0683
W7391468,W7391468,1288564.5,1280000,8564.5,0.0067
W7224864,W7224864,959186.1,940000,19186.125,0.0204
S7399032,S7399032,500087.53,490000,10087.53125,0.0206
S7395554,S7395554,726225.7,725000,1225.6875,0.0017
N7334618,N7334618,1621680.5,1590000,31680.5,0.0199
E7319778,E7319778,835678.56,875000,-39321.4375,0.0449
W8009080,W8009080,1446690.5,1485000,-38309.5,0.0258
W8009016,W8009016,1712009.1,1855000,-142990.875,0.0771
W7403184,W7403184,1445013.0,1760000,-314987.0,0.179
W7397624,W7397624,1256122.0,1257500,-1378.0,0.0011
W7305552,W7305552,1095774.2,1120000,-24225.75,0.0216
E7316924,E7316924,1119410.5,1135000,-15589.5,0.0137
W7268486,W7268486,3128400.0,2998000,130400.0,0.0435
N7404580,N7404580,1375326.6,1700000,-324673.375,0.191
N7401788,N7401788,1589864.9,1600000,-10135.125,0.0063
N7399922,N7399922,1191029.0,1600000,-408971.0,0.2556
N7389816,N7389816,823511.7,830000,-6488.3125,0.0078
N7386296,N7386296,1300203.4,1288000,12203.375,0.0095
N7374910,N7374910,1473582.1,1480000,-6417.875,0.0043
N7356638,N7356638,1357900.0,1450000,-92100.0,0.0635
N7326588,N7326588,4916076.0,4668000,248076.0,0.0531
N7318738,N7318738,1333779.9,1297000,36779.875,0.0284
N7303768,N7303768,1357036.0,1350000,7036.0,0.0052
N7302094,N7302094,1935870.6,1928000,7870.625,0.0041
N7262760,N7262760,2434220.8,2400000,34220.75,0.0143
E8015590,E8015590,798858.8,857500,-58641.1875,0.0684
E8013550,E8013550,1402257.2,1400000,2257.25,0.0016
E8010440,E8010440,858191.0,857000,1191.0,0.0014
E8007632,E8007632,899013.9,981000,-81986.125,0.0836
E7401012,E7401012,843313.06,1151000,-307686.9375,0.2673
E7393050,E7393050,1451590.4,1451000,590.375,0.0004
E7387544,E7387544,854022.3,805000,49022.3125,0.0609
E7387040,E7387040,643809.44,608000,35809.4375,0.0589
C7381966,C7381966,1260544.6,1253000,7544.625,0.006
E7385234,E7385234,1718937.9,1700000,18937.875,0.0111
E7380784,E7380784,825706.5,838500,-12793.5,0.0153
E7344862,E7344862,793095.94,750000,43095.9375,0.0575
E7342332,E7342332,1649080.8,1525000,124080.75,0.0814
E7315252,E7315252,492392.25,465000,27392.25,0.0589
C8017190,C8017190,1884849.6,2325000,-440150.375,0.1893
C7404970,C7404970,799403.7,900000,-100596.3125,0.1118
C7402236,C7402236,1681043.1,1781000,-99956.875,0.0561
N8019306,N8019306,1602949.0,1570000,32949.0,0.021
N7404384,N7404384,944300.44,1026600,-82299.5625,0.0802
C8008842,C8008842,867237.06,1075000,-207762.9375,0.1933
N7405410,N7405410,847764.8,830000,17764.8125,0.0214
W7331986,W7331986,686046.7,651000,35046.6875,0.0538
N8008676,N8008676,1449639.0,1415000,34639.0,0.0245
N7062376,N7062376,2169986.5,2150000,19986.5,0.0093
N8017694,N8017694,1037668.56,1100000,-62331.4375,0.0567
E8011114,E8011114,1765193.2,1753800,11393.25,0.0065
E8008910,E8008910,775068.06,750000,25068.0625,0.0334
E7405910,E7405910,1479606.6,1555000,-75393.375,0.0485
E7335072,E7335072,950740.4,925000,25740.375,0.0278
W8018932,W8018932,796042.44,810000,-13957.5625,0.0172
W8016782,W8016782,839168.7,898888,-59719.3125,0.0664
W8012358,W8012358,1266512.8,1300000,-33487.25,0.0258
W8010090,W8010090,848115.25,950000,-101884.75,0.1072
W7401290,W7401290,1091171.8,1105000,-13828.25,0.0125
W7400268,W7400268,1014674.9,993800,20874.875,0.021
W7390716,W7390716,1084911.4,1055000,29911.375,0.0284
E8016942,E8016942,1057824.8,1027786,30038.75,0.0292
W7326484,W7326484,943081.8,930000,13081.8125,0.0141
S7345936,S7345936,593183.5,571000,22183.5,0.0389
W7245202,W7245202,1107972.1,1080000,27972.125,0.0259
N8017278,N8017278,1776581.4,2180000,-403418.625,0.1851
S7043998,S7043998,736498.06,720000,16498.0625,0.0229
S7300008,S7300008,773547.9,720000,53547.875,0.0744
S7343928,S7343928,490113.56,467500,22613.5625,0.0484
N8012736,N8012736,1087497.1,1000000,87497.125,0.0875
S7365796,S7365796,562222.2,520000,42222.1875,0.0812
S7377452,S7377452,727835.1,710000,17835.125,0.0251
W7002678,W7002678,1566460.5,1650000,-83539.5,0.0506
N8012310,N8012310,1307788.2,1295000,12788.25,0.0099
S7395666,S7395666,752627.8,760000,-7372.1875,0.0097
S7385094,S7385094,1093316.6,1060000,33316.625,0.0314
S7400096,S7400096,603071.6,610000,-6928.375,0.0114
N7386252,N7386252,1479635.1,1410000,69635.125,0.0494
S7322358,S7322358,747318.6,737000,10318.625,0.014
S7202192,S7202192,599747.0,510000,89747.0,0.176
S6644016,S6644016,123086.35,80000,43086.3515625,0.5386
N8011714,N8011714,2342081.2,2210000,132081.25,0.0598
N7405434,N7405434,1235577.0,1245000,-9423.0,0.0076
N7405020,N7405020,1466351.1,1650000,-183648.875,0.1113
N7402720,N7402720,1286613.1,1300000,-13386.875,0.0103
N7399836,N7399836,991517.44,1170000,-178482.5625,0.1525
N7391940,N7391940,687215.06,855000,-167784.9375,0.1962
N7390670,N7390670,1234141.5,1247500,-13358.5,0.0107
N8012712,N8012712,1573280.9,1590000,-16719.125,0.0105
N7316514,N7316514,1223929.5,1230000,-6070.5,0.0049
N7381092,N7381092,1194157.8,1200000,-5842.25,0.0049
N7351392,N7351392,1636101.5,1620000,16101.5,0.0099
N7332736,N7332736,2587124.8,2680000,-92875.25,0.0347
N7329406,N7329406,1511759.8,1480000,31759.75,0.0215
N7327326,N7327326,781833.8,775000,6833.8125,0.0088
N7313662,N7313662,2201784.8,2200000,1784.75,0.0008
N7247012,N7247012,772694.44,767000,5694.4375,0.0074
N7216252,N7216252,1436164.1,1410000,26164.125,0.0186
N7032928,N7032928,683048.8,695000,-11951.1875,0.0172
E8016652,E8016652,1059473.1,1050800,8673.125,0.0083
E8016502,E8016502,838854.25,890000,-51145.75,0.0575
E8013148,E8013148,1299284.1,1315000,-15715.875,0.012
W7297424,W7297424,1261958.4,1299000,-37041.625,0.0285
W7282884,W7282884,925194.56,930000,-4805.4375,0.0052
W7406596,W7406596,1042037.06,1125000,-82962.9375,0.0737
W7309318,W7309318,975473.56,960000,15473.5625,0.0161
W7327764,W7327764,1214035.9,1230000,-15964.125,0.013
E7401824,E7401824,948241.9,1123000,-174758.125,0.1556
W8012658,W8012658,1473367.0,1440000,33367.0,0.0232
