Ml_num,Ml_num,predict,actual,diff,diff_perc
W8008494,W8008494,1378597.6,1428000,-49402.375,0.0346
W7341486,W7341486,2343967.5,2300000,43967.5,0.0191
N7331122,N7331122,2579165.2,2570000,9165.25,0.0036
W7401712,W7401712,1182903.8,1195000,-12096.25,0.0101
N7385518,N7385518,747772.56,726500,21272.5625,0.0293
N7365620,N7365620,1546258.9,1465000,81258.875,0.0555
N7329164,N7329164,812757.1,808800,3957.125,0.0049
X7327470,X7327470,899887.9,850000,49887.875,0.0587
W7303610,W7303610,1415802.2,1350000,65802.25,0.0487
E7391772,E7391772,1403983.0,1390000,13983.0,0.0101
W8009972,W8009972,1663568.0,1655000,8568.0,0.0052
W8009226,W8009226,982624.94,1180000,-197375.0625,0.1673
W8007578,W8007578,702193.56,820455,-118261.4375,0.1441
W7402670,W7402670,848992.56,880000,-31007.4375,0.0352
W7402270,W7402270,1183834.1,1325000,-141165.875,0.1065
W7402174,W7402174,1247706.8,1225000,22706.75,0.0185
W7400748,W7400748,947361.75,920000,27361.75,0.0297
W7399570,W7399570,849175.8,922500,-73324.1875,0.0795
W7397632,W7397632,1059887.1,1045000,14887.125,0.0142
W7395668,W7395668,979699.94,1027000,-47300.0625,0.0461
W7395460,W7395460,989043.2,1100000,-110956.8125,0.1009
W7393010,W7393010,1057926.6,1040000,17926.625,0.0172
W7378626,W7378626,1222009.8,1211000,11009.75,0.0091
W7345530,W7345530,1061035.4,1048000,13035.375,0.0124
W7341188,W7341188,755717.9,769000,-13282.125,0.0173
E7404442,E7404442,1765817.9,1812500,-46682.125,0.0258
E7400192,E7400192,1024391.3,1057000,-32608.6875,0.0309
E7401718,E7401718,996504.56,1050000,-53495.4375,0.0509
W7249390,W7249390,935985.44,920000,15985.4375,0.0174
W8007288,W8007288,1444931.8,1510000,-65068.25,0.0431
W7402662,W7402662,1259277.1,1286450,-27172.875,0.0211
S8010514,S8010514,808107.1,790000,18107.125,0.0229
S7368518,S7368518,90715.41,70000,20715.40625,0.2959
S6030496,S6030496,742575.7,710000,32575.6875,0.0459
N7237054,N7237054,1462715.5,1465000,-2284.5,0.0016
E8011058,E8011058,800596.94,875000,-74403.0625,0.085
E7400100,E7400100,967532.0,1067000,-99468.0,0.0932
E7350786,E7350786,1553914.1,1520000,33914.125,0.0223
W8008302,W8008302,1180040.0,1335000,-154960.0,0.1161
W8008126,W8008126,984265.9,999999,-15733.125,0.0157
W7299242,W7299242,1366422.5,1338000,28422.5,0.0212
N8012876,N8012876,1237516.5,1160000,77516.5,0.0668
C7390224,C7390224,949822.7,2236000,-1286177.3125,0.5752
N7402256,N7402256,1277728.4,1276000,1728.375,0.0014
N7399714,N7399714,3055650.8,3170000,-114349.25,0.0361
N7395600,N7395600,992745.1,1400000,-407254.875,0.2909
N7389868,N7389868,1336750.2,1220000,116750.25,0.0957
N7347268,N7347268,844082.3,831000,13082.3125,0.0157
N7340986,N7340986,1119279.9,1080000,39279.875,0.0364
E7405892,E7405892,750235.7,760000,-9764.3125,0.0128
E7399718,E7399718,1099583.4,1410000,-310416.625,0.2202
C7403228,C7403228,1087523.1,1050000,37523.125,0.0357
C7402012,C7402012,2970649.2,2828000,142649.25,0.0504
C7245594,C7245594,1546590.8,1450000,96590.75,0.0666
E7392258,E7392258,1194785.1,1160000,34785.125,0.03
C7390216,C7390216,1958382.5,2236000,-277617.5,0.1242
W7403288,W7403288,927821.6,922000,5821.625,0.0063
E7366464,E7366464,922777.06,880000,42777.0625,0.0486
W7402284,W7402284,1186959.9,1265000,-78040.125,0.0617
E7389962,E7389962,728105.6,700000,28105.625,0.0402
E7394858,E7394858,1099425.5,1170000,-70574.5,0.0603
E7388438,E7388438,821368.56,812000,9368.5625,0.0115
E7371056,E7371056,803694.3,790000,13694.3125,0.0173
E7362002,E7362002,808562.5,825000,-16437.5,0.0199
E7335944,E7335944,1139926.9,1091000,48926.875,0.0448
E7310276,E7310276,984675.8,950000,34675.8125,0.0365
E7296638,E7296638,1201049.1,1055000,146049.125,0.1384
C7404892,C7404892,1787636.1,2020000,-232363.875,0.115
C7401072,C7401072,2213282.2,2150000,63282.25,0.0294
C7269954,C7269954,3940148.0,3845000,95148.0,0.0247
C7266698,C7266698,1967101.2,1888888,78213.25,0.0414
W8007674,W8007674,1379753.9,1381000,-1246.125,0.0009
E7253602,E7253602,1138183.9,1100000,38183.875,0.0347
W7382438,W7382438,1981172.0,1885000,96172.0,0.051
S7331566,S7331566,987453.56,947000,40453.5625,0.0427
N7254122,N7254122,318116.4,320000,-1883.59375,0.0059
N7258258,N7258258,768394.2,750000,18394.1875,0.0245
N7375924,N7375924,687586.6,650000,37586.625,0.0578
N8009292,N8009292,798201.6,855000,-56798.375,0.0664
S7284912,S7284912,694313.25,685000,9313.25,0.0136
E8007732,E8007732,1094307.8,1235000,-140692.25,0.1139
S7387934,S7387934,935612.3,899000,36612.3125,0.0407
S7393646,S7393646,730406.5,769900,-39493.5,0.0513
W7258080,W7258080,879967.94,893000,-13032.0625,0.0146
W7321052,W7321052,1884451.1,1740000,144451.125,0.083
N7264942,N7264942,1459483.6,1393000,66483.625,0.0477
E7353796,E7353796,1088117.9,1049000,39117.875,0.0373
E7355558,E7355558,1088462.0,1040000,48462.0,0.0466
E8007184,E8007184,898746.5,955100,-56353.5,0.059
E8007766,E8007766,801161.4,792000,9161.375,0.0116
E8008486,E8008486,682398.25,755000,-72601.75,0.0962
N7314252,N7314252,1569688.5,1565000,4688.5,0.003
N7309638,N7309638,924091.56,880000,44091.5625,0.0501
E7328372,E7328372,920571.3,969000,-48428.6875,0.05
N7321070,N7321070,1001514.4,1200000,-198485.625,0.1654
N7321420,N7321420,885610.4,830000,55610.375,0.067
N7379922,N7379922,871457.3,870000,1457.3125,0.0017
N7384690,N7384690,672768.94,680000,-7231.0625,0.0106
E7330138,E7330138,822426.75,795000,27426.75,0.0345
W7287590,W7287590,804781.75,790000,14781.75,0.0187
E7253482,E7253482,790281.56,785000,5281.5625,0.0067
E7034154,E7034154,869377.5,880000,-10622.5,0.0121
E6768304,E6768304,716050.2,730000,-13949.8125,0.0191
C7404614,C7404614,2739572.0,2790000,-50428.0,0.0181
C7377462,C7377462,1572379.2,1550000,22379.25,0.0144
C6800574,C6800574,1164259.2,1130000,34259.25,0.0303
W8011896,W8011896,974057.9,1106000,-131942.125,0.1193
W8011080,W8011080,1115865.0,1005000,110865.0,0.1103
W7400406,W7400406,1065525.6,1113000,-47474.375,0.0427
S7387832,S7387832,719974.4,705000,14974.375,0.0212
W7387594,W7387594,944386.8,925000,19386.8125,0.021
W7383646,W7383646,988781.7,965000,23781.6875,0.0246
N7395622,N7395622,1193657.4,1430000,-236342.625,0.1653
N7394648,N7394648,1720021.6,1635000,85021.625,0.052
W7257796,W7257796,2570873.8,2500000,70873.75,0.0283
S7274722,S7274722,800725.1,773000,27725.125,0.0359
S7291324,S7291324,438017.56,380000,58017.5625,0.1527
N7383740,N7383740,829571.75,830000,-428.25,0.0005
C7406004,C7406004,1276866.8,1424000,-147133.25,0.1033
S7383606,S7383606,593066.56,590000,3066.5625,0.0052
W7393996,W7393996,1479477.5,1419000,60477.5,0.0426
N7329428,N7329428,801981.25,785000,16981.25,0.0216
W7399818,W7399818,1035925.0,1075000,-39075.0,0.0363
S6183752,S6183752,674839.9,547000,127839.875,0.2337
N7398184,N7398184,1479846.4,1530000,-50153.625,0.0328
W7375388,W7375388,1175671.1,1205000,-29328.875,0.0243
N7358124,N7358124,1661457.9,1630000,31457.875,0.0193
E7371312,E7371312,816316.56,775000,41316.5625,0.0533
E7307758,E7307758,880947.25,865000,15947.25,0.0184
W7347074,W7347074,1331242.6,1275000,56242.625,0.0441
X7320808,X7320808,790145.44,783000,7145.4375,0.0091
W8011522,W8011522,987114.7,1040000,-52885.3125,0.0509
W7394774,W7394774,1153539.6,1140000,13539.625,0.0119
W7394612,W7394612,904329.3,910000,-5670.6875,0.0062
W7393950,W7393950,951202.4,930000,21202.375,0.0228
W7389222,W7389222,884908.1,860000,24908.125,0.029
W7381522,W7381522,2448834.0,2430000,18834.0,0.0078
W7347146,W7347146,1170780.1,1100000,70780.125,0.0643
W7246710,W7246710,777462.56,740000,37462.5625,0.0506
W7055466,W7055466,925395.0,890000,35395.0,0.0398
S8012106,S8012106,766151.7,781500,-15348.3125,0.0196
S7393268,S7393268,852423.0,805000,47423.0,0.0589
S7380002,S7380002,882136.4,889000,-6863.625,0.0077
S7357154,S7357154,751950.8,720000,31950.8125,0.0444
W7272822,W7272822,621577.5,627000,-5422.5,0.0086
N7295620,N7295620,948756.8,950000,-1243.1875,0.0013
N8010922,N8010922,1249777.4,1242000,7777.375,0.0063
N8010000,N8010000,564143.94,550000,14143.9375,0.0257
N7395856,N7395856,1575251.9,1880000,-304748.125,0.1621
N7383560,N7383560,816694.06,790000,26694.0625,0.0338
N7326790,N7326790,616929.4,600000,16929.375,0.0282
N7320858,N7320858,1282586.5,1260000,22586.5,0.0179
N7285010,N7285010,929009.1,900000,29009.125,0.0322
E8012906,E8012906,746206.25,770000,-23793.75,0.0309
E8011612,E8011612,938293.06,1012000,-73706.9375,0.0728
E8010670,E8010670,993144.56,1248000,-254855.4375,0.2042
E8010270,E8010270,851116.8,835000,16116.8125,0.0193
E8007580,E8007580,682807.25,750000,-67192.75,0.0896
E7403988,E7403988,1137565.6,1200000,-62434.375,0.052
E7403552,E7403552,933617.3,935000,-1382.6875,0.0015
E7402010,E7402010,777034.0,853000,-75966.0,0.0891
E7392398,E7392398,1218111.6,1160000,58111.625,0.0501
E7385698,E7385698,1249230.9,1225000,24230.875,0.0198
E7342592,E7342592,868883.56,840000,28883.5625,0.0344
E7260176,E7260176,888817.4,875000,13817.375,0.0158
E7027854,E7027854,1745957.5,1730000,15957.5,0.0092
C8008784,C8008784,1769971.6,1790000,-20028.375,0.0112
C7404848,C7404848,1324048.1,1480500,-156451.875,0.1057
C7270446,C7270446,2095077.8,1920000,175077.75,0.0912
W7403526,W7403526,969983.3,954000,15983.3125,0.0168
W7400320,W7400320,1118783.2,1120000,-1216.75,0.0011
E7403644,E7403644,839574.4,920000,-80425.625,0.0874
E7317024,E7317024,1337098.4,1320000,17098.375,0.013
S7372178,S7372178,589021.5,598000,-8978.5,0.015
N7397446,N7397446,849442.56,952000,-102557.4375,0.1077
N8007514,N8007514,959724.8,985000,-25275.1875,0.0257
E7401926,E7401926,852317.56,825000,27317.5625,0.0331
S6695222,S6695222,509755.4,498000,11755.40625,0.0236
W7401832,W7401832,1040153.5,1350000,-309846.5,0.2295
S7267538,S7267538,801193.3,800000,1193.3125,0.0015
N7373324,N7373324,1076535.9,1260000,-183464.125,0.1456
N7373074,N7373074,1135512.8,1080000,55512.75,0.0514
N7370772,N7370772,1255591.4,1250000,5591.375,0.0045
E7402234,E7402234,1172948.9,1170000,2948.875,0.0025
E7394508,E7394508,1123694.9,1095000,28694.875,0.0262
C7398774,C7398774,1381259.2,1580000,-198740.75,0.1258
C7380444,C7380444,2154014.8,2125000,29014.75,0.0137
W8008996,W8008996,1384506.4,1325000,59506.375,0.0449
W8007374,W8007374,1365830.1,1350000,15830.125,0.0117
W7404068,W7404068,995439.8,1008000,-12560.1875,0.0125
W7402084,W7402084,894330.06,925000,-30669.9375,0.0332
W7401930,W7401930,1576176.8,2050000,-473823.25,0.2311
W8012088,W8012088,1020463.8,975000,45463.8125,0.0466
W7311978,W7311978,726297.56,700000,26297.5625,0.0376
W7392648,W7392648,1491906.1,1425000,66906.125,0.047
W7390276,W7390276,897856.0,930000,-32144.0,0.0346
W7385144,W7385144,813072.2,775000,38072.1875,0.0491
W7374214,W7374214,1020274.75,995200,25074.75,0.0252
W7349652,W7349652,1056576.9,1070000,-13423.125,0.0125
W7347950,W7347950,1127236.4,1145000,-17763.625,0.0155
W7338020,W7338020,1039883.2,935000,104883.1875,0.1122
W7297058,W7297058,1127447.2,1071000,56447.25,0.0527
W7208748,W7208748,1271077.6,1297000,-25922.375,0.02
W7030108,W7030108,3813327.2,4000000,-186672.75,0.0467
W7400288,W7400288,1708113.5,1700000,8113.5,0.0048
S7394320,S7394320,753285.94,747500,5785.9375,0.0077
W7349922,W7349922,1311107.8,1335200,-24092.25,0.018
S7247310,S7247310,576624.9,568000,8624.875,0.0152
S8010934,S8010934,565090.9,555000,10090.875,0.0182
N7364676,N7364676,1219552.4,1200000,19552.375,0.0163
W7354066,W7354066,897349.44,900000,-2650.5625,0.0029
N7405100,N7405100,1668166.5,1598888,69278.5,0.0433
W7373562,W7373562,1449796.9,1424000,25796.875,0.0181
N8011914,N8011914,988102.9,1050000,-61897.125,0.0589
N7385222,N7385222,934438.8,920000,14438.8125,0.0157
N7400256,N7400256,1084394.2,1055000,29394.25,0.0279
N7398836,N7398836,1388708.6,1490000,-101291.375,0.068
N7395780,N7395780,1328280.1,1500000,-171719.875,0.1145
N7390040,N7390040,971616.2,975000,-3383.8125,0.0035
N7386950,N7386950,1140313.5,1200000,-59686.5,0.0497
W7392186,W7392186,986754.44,1125000,-138245.5625,0.1229
W7377792,W7377792,990426.4,960000,30426.375,0.0317
W7252954,W7252954,1919652.6,1850000,69652.625,0.0377
W7396334,W7396334,823039.5,825000,-1960.5,0.0024
W7405860,W7405860,883876.75,885000,-1123.25,0.0013
W8007738,W8007738,1358495.0,1481000,-122505.0,0.0827
W8010356,W8010356,879932.06,895000,-15067.9375,0.0168
W7361088,W7361088,1139938.0,1100000,39938.0,0.0363
W7389818,W7389818,1420784.4,1388000,32784.375,0.0236
N7344880,N7344880,962947.56,970000,-7052.4375,0.0073
W7398096,W7398096,1393466.4,1451000,-57533.625,0.0397
S7279098,S7279098,1002049.2,1000000,2049.1875,0.002
E7343180,E7343180,793273.8,775000,18273.8125,0.0236
C6796126,C6796126,1171082.1,1095000,76082.125,0.0695
W8009104,W8009104,967600.9,1050000,-82399.125,0.0785
S7391576,S7391576,697363.56,698000,-636.4375,0.0009
N7405554,N7405554,709005.8,720000,-10994.1875,0.0153
N7253750,N7253750,1305904.9,1312888,-6983.125,0.0053
N7342438,N7342438,1388583.1,1385500,3083.125,0.0022
N6787632,N6787632,790064.2,762000,28064.1875,0.0368
E8010216,E8010216,948837.6,1080000,-131162.375,0.1214
C7388156,C7388156,868343.1,830000,38343.125,0.0462
N7287704,N7287704,3522056.0,3366666,155390.0,0.0462
N7231598,N7231598,1971745.8,1888000,83745.75,0.0444
E8007162,E8007162,826673.8,841000,-14326.1875,0.017
E7404330,E7404330,981184.8,985000,-3815.1875,0.0039
E7369036,E7369036,1023378.5,1070000,-46621.5,0.0436
E7277294,E7277294,937445.1,920000,17445.125,0.019
N8009962,N8009962,845577.94,845000,577.9375,0.0007
N7387302,N7387302,981831.5,978000,3831.5,0.0039
N7315110,N7315110,1267881.0,1120000,147881.0,0.132
E8012660,E8012660,654582.44,650000,4582.4375,0.007
C7283738,C7283738,2458232.2,2400000,58232.25,0.0243
N7393706,N7393706,1556908.5,1570000,-13091.5,0.0083
E8010132,E8010132,848285.4,848000,285.375,0.0003
E8007734,E8007734,1189084.2,1301000,-111915.75,0.086
N7350446,N7350446,1552948.4,1540500,12448.375,0.0081
C8010710,C8010710,1337279.0,1350000,-12721.0,0.0094
N8007242,N8007242,1195565.0,1231000,-35435.0,0.0288
S7268740,S7268740,848735.9,840000,8735.875,0.0104
S8009530,S8009530,683111.56,665000,18111.5625,0.0272
E7405074,E7405074,822880.8,871000,-48119.1875,0.0552
E7400130,E7400130,1605894.1,1575000,30894.125,0.0196
E7382162,E7382162,747246.56,750000,-2753.4375,0.0037
W8009548,W8009548,1311193.4,1346000,-34806.625,0.0259
W8008642,W8008642,1181325.8,1221000,-39674.25,0.0325
E8007276,E8007276,941156.25,1001000,-59843.75,0.0598
S7384136,S7384136,399822.7,414000,-14177.3125,0.0342
W8010760,W8010760,889599.8,925000,-35400.1875,0.0383
W7404268,W7404268,2409958.2,2475333,-65374.75,0.0264
W7342956,W7342956,752630.56,743000,9630.5625,0.013
E8007318,E8007318,878926.9,850000,28926.875,0.034
W7267924,W7267924,1479368.1,1450000,29368.125,0.0203
C8007072,C8007072,1056278.1,1255000,-198721.875,0.1583
N7246322,N7246322,1207368.5,1206800,568.5,0.0005
N8007336,N8007336,1374725.4,1400800,-26074.625,0.0186
N7406512,N7406512,1028515.94,1165000,-136484.0625,0.1172
N7366146,N7366146,997836.2,982500,15336.1875,0.0156
E8008424,E8008424,899965.5,905000,-5034.5,0.0056
N7242030,N7242030,364973.97,370000,-5026.03125,0.0136
W7378056,W7378056,2459796.2,2150000,309796.25,0.1441
E7391128,E7391128,988713.94,1070000,-81286.0625,0.076
E7373848,E7373848,984131.5,967100,17031.5,0.0176
W7283882,W7283882,1762023.6,1730000,32023.625,0.0185
W7402366,W7402366,877025.5,1103000,-225974.5,0.2049
W7380392,W7380392,813541.2,805000,8541.1875,0.0106
W7393354,W7393354,1787163.1,1700000,87163.125,0.0513
W8008366,W8008366,2946272.0,2960000,-13728.0,0.0046
W8010740,W8010740,992336.56,990000,2336.5625,0.0024
X7290280,X7290280,651108.25,650000,1108.25,0.0017
W8009918,W8009918,889635.2,965000,-75364.8125,0.0781
W8007538,W8007538,880429.2,896500,-16070.8125,0.0179
W7376474,W7376474,4865719.0,4300000,565719.0,0.1316
W7396150,W7396150,866635.5,850000,16635.5,0.0196
E7022708,E7022708,846336.2,840000,6336.1875,0.0075
N7393612,N7393612,894420.44,1188000,-293579.5625,0.2471
W7288750,W7288750,787658.2,800000,-12341.8125,0.0154
E7405764,E7405764,729528.8,811000,-81471.1875,0.1005
E7363678,E7363678,984905.94,955000,29905.9375,0.0313
N7265756,N7265756,1449302.1,1370000,79302.125,0.0579
N8007116,N8007116,861362.56,887000,-25637.4375,0.0289
E7381360,E7381360,987032.2,995000,-7967.8125,0.008
N7320280,N7320280,1227353.6,1240000,-12646.375,0.0102
N7285426,N7285426,1458056.1,1310000,148056.125,0.113
W7349088,W7349088,817210.1,830000,-12789.875,0.0154
W7399624,W7399624,788868.2,850000,-61131.8125,0.0719
E7388036,E7388036,826628.44,819000,7628.4375,0.0093
W8008250,W8008250,1142188.6,1135000,7188.625,0.0063
E8007146,E8007146,853020.6,880000,-26979.375,0.0307
W7227104,W7227104,1076905.1,1090000,-13094.875,0.012
W8010560,W8010560,871826.9,860000,11826.875,0.0138
N7390948,N7390948,893634.6,930000,-36365.375,0.0391
W7393154,W7393154,2244114.0,2200000,44114.0,0.0201
W7379272,W7379272,839693.56,846000,-6306.4375,0.0075
N7043136,N7043136,986207.1,880000,106207.125,0.1207
E7331562,E7331562,1405719.5,1400000,5719.5,0.0041
S7402204,S7402204,717768.1,650000,67768.125,0.1043
S7395038,S7395038,629467.94,595000,34467.9375,0.0579
C7405678,C7405678,1195507.1,1250000,-54492.875,0.0436
E7388812,E7388812,983887.8,990000,-6112.1875,0.0062
E7359230,E7359230,1216089.0,1171800,44289.0,0.0378
E7377192,E7377192,2168481.0,2110000,58481.0,0.0277
E7379312,E7379312,889581.56,890000,-418.4375,0.0005
E7380328,E7380328,1096272.5,1070000,26272.5,0.0246
E7381352,E7381352,901650.1,905000,-3349.875,0.0037
E7402330,E7402330,862668.06,880000,-17331.9375,0.0197
E7393540,E7393540,985554.6,1200000,-214445.375,0.1787
E7393792,E7393792,932989.06,937000,-4010.9375,0.0043
E7394614,E7394614,760804.06,759000,1804.0625,0.0024
E7402424,E7402424,1097987.1,1070000,27987.125,0.0262
E8007278,E8007278,1112434.4,1159990,-47555.625,0.041
E8009090,E8009090,1371408.6,1415000,-43591.375,0.0308
W7396670,W7396670,1858674.5,1830000,28674.5,0.0157
C7399274,C7399274,3055817.2,3065000,-9182.75,0.003
W7363710,W7363710,1721444.6,1730000,-8555.375,0.0049
W7395446,W7395446,897294.2,970000,-72705.8125,0.075
W7393410,W7393410,1185368.0,1342000,-156632.0,0.1167
W7331054,W7331054,770833.75,765000,5833.75,0.0076
W7333232,W7333232,1367013.1,1350000,17013.125,0.0126
W7338574,W7338574,1593242.0,1590000,3242.0,0.002
W7340256,W7340256,1084076.2,1075000,9076.25,0.0084
W7340464,W7340464,1085123.2,1040000,45123.25,0.0434
W7347966,W7347966,1175679.6,1129000,46679.625,0.0413
N7244340,N7244340,1128315.5,1062500,65815.5,0.0619
W7366054,W7366054,1267636.2,1200000,67636.25,0.0564
W7369278,W7369278,1158283.1,1135000,23283.125,0.0205
W7371838,W7371838,637655.06,630000,7655.0625,0.0122
W7372230,W7372230,1510028.6,1300000,210028.625,0.1616
W7378816,W7378816,754957.6,754000,957.625,0.0013
W7382420,W7382420,843706.94,830000,13706.9375,0.0165
W7388608,W7388608,739067.94,740000,-932.0625,0.0013
W7390516,W7390516,1455031.4,1430000,25031.375,0.0175
E8009910,E8009910,936138.8,940000,-3861.1875,0.0041
W7312472,W7312472,1569155.9,1510000,59155.875,0.0392
N7307828,N7307828,1901861.8,1950000,-48138.25,0.0247
W7287038,W7287038,906595.06,905000,1595.0625,0.0018
W7402672,W7402672,2447864.5,2470000,-22135.5,0.009
W7406756,W7406756,1385485.0,1420000,-34515.0,0.0243
W7202548,W7202548,3539478.0,3100000,439478.0,0.1418
W8008628,W8008628,1171524.6,1220000,-48475.375,0.0397
E7371982,E7371982,977428.9,1210000,-232571.125,0.1922
W7357348,W7357348,844008.0,810000,34008.0,0.042
W7300294,W7300294,1046544.3,1065000,-18455.6875,0.0173
W7385740,W7385740,789269.0,760000,29269.0,0.0385
W7345628,W7345628,804568.0,685000,119568.0,0.1746
W8011634,W8011634,1484921.6,1370000,114921.625,0.0839
N7313500,N7313500,683374.4,705000,-21625.625,0.0307
W7401394,W7401394,919411.9,843000,76411.875,0.0906
W7358072,W7358072,4843218.5,4135000,708218.5,0.1713
N7344806,N7344806,1052006.6,1000000,52006.625,0.052
W7387242,W7387242,1528794.2,1470000,58794.25,0.04
W7384814,W7384814,1057455.4,1073500,-16044.625,0.0149
N7395080,N7395080,2150403.5,2068000,82403.5,0.0398
W7291394,W7291394,1174631.0,1200000,-25369.0,0.0211
N7404334,N7404334,1465460.4,1610000,-144539.625,0.0898
S6810308,S6810308,1250537.6,1210500,40037.625,0.0331
S7260722,S7260722,658395.25,590000,68395.25,0.1159
W7024896,W7024896,703749.9,707500,-3750.125,0.0053
W7036306,W7036306,811791.06,735000,76791.0625,0.1045
W7283206,W7283206,900456.8,840000,60456.8125,0.072
W7306292,W7306292,1070892.0,1040000,30892.0,0.0297
W7384642,W7384642,1283234.5,1240000,43234.5,0.0349
W7335270,W7335270,1429890.4,1399999,29891.375,0.0214
W7351004,W7351004,1131092.9,1110000,21092.875,0.019
W7357438,W7357438,884583.7,885000,-416.3125,0.0005
W7370782,W7370782,831763.56,835000,-3236.4375,0.0039
W7374736,W7374736,1022526.4,999000,23526.375,0.0235
W7384068,W7384068,881355.4,880000,1355.375,0.0015
W7233218,W7233218,1175037.0,1170000,5037.0,0.0043
C7398956,C7398956,1774639.5,1790000,-15360.5,0.0086
S7395618,S7395618,167260.66,172500,-5239.34375,0.0304
W7355258,W7355258,988671.6,1200000,-211328.375,0.1761
N7375342,N7375342,994360.7,980000,14360.6875,0.0147
N7387276,N7387276,1242792.1,1230000,12792.125,0.0104
N7389492,N7389492,1272428.9,1388000,-115571.125,0.0833
S7361200,S7361200,801948.44,785000,16948.4375,0.0216
W7261520,W7261520,982863.8,955000,27863.8125,0.0292
W7299488,W7299488,1020794.3,1030000,-9205.6875,0.0089
E7371542,E7371542,1189016.6,1188000,1016.625,0.0009
N7309156,N7309156,653922.6,660000,-6077.375,0.0092
S7396816,S7396816,678384.06,670000,8384.0625,0.0125
W7360972,W7360972,647226.7,634000,13226.6875,0.0209
W7371914,W7371914,1271711.8,1315000,-43288.25,0.0329
W7380190,W7380190,1485957.2,1460000,25957.25,0.0178
W7380648,W7380648,1548940.4,1499000,49940.375,0.0333
W7395166,W7395166,1281178.9,1488000,-206821.125,0.139
N7367930,N7367930,1734180.6,1665000,69180.625,0.0415
N7304242,N7304242,918382.6,908000,10382.625,0.0114
C7264616,C7264616,2943074.5,2935000,8074.5,0.0028
N7392556,N7392556,2346392.8,2365000,-18607.25,0.0079
N7352136,N7352136,712086.06,707000,5086.0625,0.0072
W7378912,W7378912,1267238.6,1235600,31638.625,0.0256
E7385898,E7385898,1108257.2,1222000,-113742.75,0.0931
N7272400,N7272400,1170562.2,1100000,70562.25,0.0641
W7393338,W7393338,1870585.1,1810000,60585.125,0.0335
E8009096,E8009096,1096809.6,1072888,23921.625,0.0223
W7279940,W7279940,997891.94,955000,42891.9375,0.0449
N7269150,N7269150,1665179.0,1663888,1291.0,0.0008
S7395598,S7395598,167260.66,172500,-5239.34375,0.0304
W7389920,W7389920,1988570.2,1882500,106070.25,0.0563
W7392158,W7392158,732333.94,726000,6333.9375,0.0087
E7280576,E7280576,794352.6,835000,-40647.375,0.0487
E7305384,E7305384,932912.44,928600,4312.4375,0.0046
E7383636,E7383636,859323.2,869000,-9676.8125,0.0111
W7398784,W7398784,985800.3,1070000,-84199.6875,0.0787
W7319874,W7319874,1386537.5,1385000,1537.5,0.0011
C7343170,C7343170,4206955.0,4000000,206955.0,0.0517
N7389766,N7389766,768871.1,761000,7871.125,0.0103
N7355806,N7355806,1268795.0,1275000,-6205.0,0.0049
N7371826,N7371826,936707.4,945000,-8292.625,0.0088
N7380418,N7380418,1478540.4,1450000,28540.375,0.0197
N7382894,N7382894,921535.9,910000,11535.875,0.0127
N7386030,N7386030,1115464.9,1090000,25464.875,0.0234
N7388130,N7388130,1084880.6,1100000,-15119.375,0.0137
S7291938,S7291938,842765.44,825000,17765.4375,0.0215
N7352720,N7352720,1361120.0,1350000,11120.0,0.0082
S7315498,S7315498,918366.94,900000,18366.9375,0.0204
S7330128,S7330128,795343.44,792000,3343.4375,0.0042
S7352928,S7352928,702717.4,680000,22717.375,0.0334
S7380770,S7380770,391637.28,370000,21637.28125,0.0585
S7383910,S7383910,767008.0,740000,27008.0,0.0365
C7377838,C7377838,3273553.5,3150000,123553.5,0.0392
N7355324,N7355324,767019.0,741000,26019.0,0.0351
S7322856,S7322856,591203.4,570000,21203.375,0.0372
N7343330,N7343330,556818.9,475000,81818.875,0.1723
E7392134,E7392134,863737.9,870000,-6262.125,0.0072
E7254736,E7254736,623765.06,570000,53765.0625,0.0943
N7311672,N7311672,636795.0,649999,-13204.0,0.0203
E7315790,E7315790,1633288.6,1646000,-12711.375,0.0077
E7327122,E7327122,692192.7,675000,17192.6875,0.0255
E7372926,E7372926,885381.44,860000,25381.4375,0.0295
E7385342,E7385342,851696.06,958000,-106303.9375,0.111
E7321086,E7321086,757399.3,715000,42399.3125,0.0593
E7401880,E7401880,1035333.6,1029000,6333.625,0.0062
N6719178,N6719178,762177.25,750000,12177.25,0.0162
N7262500,N7262500,2049402.6,1830000,219402.625,0.1199
N7295200,N7295200,1091742.5,1090000,1742.5,0.0016
N7269912,N7269912,1210689.1,1211000,-310.875,0.0003
E8008556,E8008556,883942.0,910000,-26058.0,0.0286
N7292216,N7292216,914973.56,890000,24973.5625,0.0281
S7384932,S7384932,624930.06,615000,9930.0625,0.0161
N7405032,N7405032,1138291.4,1213000,-74708.625,0.0616
N7405390,N7405390,598800.8,599900,-1099.1875,0.0018
S7265112,S7265112,691386.0,679000,12386.0,0.0182
S7379388,S7379388,628210.06,650000,-21789.9375,0.0335
W7272950,W7272950,1799514.0,1785000,14514.0,0.0081
W7263022,W7263022,1207409.4,1160000,47409.375,0.0409
W7277914,W7277914,906770.1,890000,16770.125,0.0188
W7294840,W7294840,788538.3,777000,11538.3125,0.0148
N7395306,N7395306,1471710.5,1600000,-128289.5,0.0802
W7307234,W7307234,915321.6,895000,20321.625,0.0227
